csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
5164.63018186736	n/a	n/a	26673404.91545528	4006.0076670130015	n/a	16048097.428166952	n/a	3753.537871177631	n/a	n/a	14089046.550364705	n/a	n/a	n/a	-0.016578779499999998	0.1473319373	-0.0856062475	0.0883347465	-0.0623414645	-0.0293038448	0.1173682868	-0.18879115789999998	0.0413247335	-0.0227058781	0.2373668026	-0.1872471914	0.12310778859999999	-0.099878399	0.12769159060000002	-0.1068849861	0.0518376741	-0.12610004630000002	0.06406079469999999	-0.1322236511	0.0927701796	-0.1436198098	0.0057356622999999995	-0.0979923737	0.0127440341	-0.019485981	0.10412357900000001	-0.1331823383	0.0150044753	-0.0055142511	0.0013392979999999998	0.0616854143	-0.0578789376	0.023877684399999998	0.1985510929	-0.1232604079	0.0303883643	0.0451809166	-0.0005180912	-0.1036168615	-0.23850247219999998	0.0397939738	0.0371900657	-0.1313137115	0.1113976366	-0.0446113016	0.1198201638	-0.0381769505	-0.1934732615	0.026665167200000003	-0.0806338058	0.23393534719999998	-0.12444863029999999	0.1034688516	-0.0699438917	0.0616423462	-0.13630852	0.1049996534	-0.2148634573	0.1650643068	-0.1890283902	0.18025097	-0.1375027126	0.055525765	0.0351566796	-0.0316905907	0.1086435011	-0.030277233100000002	0.10110330390000001	-0.09011007630000001	0.1894306782	-0.0092783901	0.10977019119999999	-0.0207678892	0.015665696	-0.0798411057	0.099848016	-0.030740307799999998	0.0631339856	-0.1065997482	-0.0166957632	0.14088292859999998	-0.0793002922	-0.0266366807	0.17658404989999998	0.0193972394	0.0290080278	-0.012651793	-0.1267033334	0.0634994997	0.0074391168	-0.0333196299	-0.038139104	0.040132316200000004	0.12499058769999999	0.12496235230000001	0.1249152981	-0.0280142	n/a	n/a	0.0007847954016399999	-0.0388845	n/a	n/a	0.0015120043402500002	-0.0338401	n/a	n/a	0.0011451523680099998	-0.000633751	n/a	n/a	4.0164033000100005e-07	0.000343598	n/a	n/a	1.1805958560400002e-07	-0.000701024	n/a	n/a	4.914346485760001e-07
5178.481410994729	13.851229127369153	191.85654833887958	26816669.724017967	4011.819382987691	5.811715974689378	16094694.761715734	33.7760425704597	3760.408417409752	6.870546232120888	47.20440552771052	14140671.465726115	1.187805	25.39028	0.09024285	0.0729589861	-0.0041165266999999995	-0.0905578013	-0.0298094799	-0.0670982475	-0.10906217039999999	-0.0259702035	-0.0799801813	0.020401551100000002	-0.0717069146	0.0625482086	-0.4311239163	0.0001391649	-0.11652444390000001	0.1402748621	-0.129482256	-0.0684987286	-0.1184874251	-0.0870331688	-0.0445875094	0.16207719939999998	-0.1277963333	-0.199310349	0.0027299714	-0.117656606	0.0724721126	-0.019024288	0.082527498	0.0032957539	-0.18146050190000002	0.009573033100000001	-0.003405055	0.060448999800000014	-0.06715830240000001	0.1406985904	-0.028123727299999998	0.17884574539999998	0.047419828399999996	-0.0211715115	0.0103457213	0.16359283730000002	-0.0887390043	0.11693318230000001	0.0100149156	0.0690529931	0.0253470627	-0.021524572599999996	-0.015528199099999999	0.0138488136	-0.0321779119	-0.20092563300000002	0.376012419	-0.1268770831	0.0322157629	0.0516833331	0.0089477015	-0.045788501399999994	-0.0744089899	-0.1442940156	0.2149831602	-0.2823557276	0.050659389699999995	-0.014733373700000003	0.1815799623	-0.227420829	0.1440485473	0.10546759439999999	-0.1283435213	0.2698923161	-0.0317918691	0.015673571	0.012937303899999999	-0.12590498990000001	0.0081324997	-0.18522008760000008	0.04281947059999999	-0.0992426457	0.0312180856	0.2124515229	0.024292538199999998	0.0478511743	-0.0382318583	-0.055217823799999996	-0.0394888295	0.0622575983	-0.0179301288	0.049054719100000005	-0.0456941482	0.08666088570000001	0.0016255684	0.15171170220000002	0.0902036602	-0.0001460066	-0.0646735487	0.1249152981	0.12466130710000001	0.12423837130000001	-0.019272900000000003	0.008741299999999997	7.641032568999995e-05	0.00037144467441000014	-0.0198091	0.019075400000000003	0.00036387088516000017	0.00039240044281000004	-0.07660849999999997	-0.04276839999999997	0.0018291360385599973	0.005868862272249995	-0.0005408909999999999	9.286000000000006e-05	8.62297960000001e-09	2.925630738809999e-07	0.000568617	0.000225019	5.063355036099999e-08	3.23325292689e-07	-0.0007762999999999997	-7.527599999999977e-05	5.666476175999966e-09	6.026416899999996e-07
5161.0406428144925	-17.440768180236773	304.1803947167595	26636340.51678303	4006.76640880849	-5.052974179201102	16054177.054756084	25.53254805567304	3756.426085720113	-3.9823316896390684	15.858965686303554	14110736.93747853	1.2322860000000002	26.341095000000006	0.07106734999999999	0.0160825152	-0.0909230708	-0.1037109812	-0.0412661641	-0.0817551351	-0.0242524062	-0.15636991050000001	-0.0811965522	0.0459907004	-0.0939950509	0.0930650209	-0.10223211539999999	-0.0162029293	0.1497602737	0.0954027776	-0.305220223	0.0385132634	-0.0533973314	0.1921296325	0.17023144440000001	-0.0211106834	0.2181968494	-0.16886672120000001	0.04674278019999999	0.0022531167	-0.0553580507	0.24734883859999998	0.0626352753	-0.0295899567	-0.0641559301	-0.0044870656	-0.1686152318	0.0303233962	-0.16949357539999999	-0.17830520989999998	0.0281834127	-0.1273354971	-0.1166661759	0.0283181229	0.0411484746	0.09829898320000001	0.0707804417	0.0326356486	0.0887416252	0.09628155869999999	0.0586237664	-0.051576216900000006	-0.0039729312	-0.14631710550000002	0.1972483718	-0.0774288508	0.0561694039	-0.0732750861	0.1020853506	-0.10462579470000001	-0.0856480408	-0.1613575283	-0.0867007258	-0.0081902291	0.2318388065	-0.0656629343	0.006019620600000001	0.00150261	0.07391406019999999	0.1079718287	0.1570463562	-0.1184900166	0.296147695	-0.032540145	-0.043397009400000006	-0.13496344529999998	-0.2002854704	0.0095447064	0.125456404	-0.1366704533	-0.1751597912	-0.0792236185	-0.0639472244	0.0424119521	-0.08943371289999999	-0.0299412165	0.0424011388	0.0645759705	-0.1891718132	-0.0932904518	0.0111291816	-0.0451859184	0.0632382483	0.0767161403	-0.1752400855	-0.19434847170000005	-0.012221205800000001	-0.0991395227	-0.0417579626	0.1247647641	0.1240599418	0.1228881859	-0.0165586	0.0027143000000000033	7.367424490000015e-06	0.00027418723396	-0.026116900000000002	-0.006307800000000007	3.9788340840000076e-05	0.0006820924656100003	-0.0447127	0.031895799999999974	0.0010173420576399985	0.00199922554129	-0.000805006	-0.0002641150000000001	6.975673322500005e-08	6.480346600360001e-07	0.000654695	8.607799999999996e-05	7.409422083999993e-09	4.28625543025e-07	-0.000523504	0.0002527959999999997	6.390581761599983e-08	2.7405643801600003e-07
5150.604178192951	-10.436464621541745	108.91979379669249	26528723.40041868	4008.5860205425042	1.819611734014416	16068761.88408879	3.3109868625629484	3751.5660899581903	-4.85999576192262	23.619558805905815	14074248.127324184	1.155461	24.698904	0.09729505	0.026530485299999997	-0.0764746321	-0.1922650648	0.0015469679	-0.0624670675	-0.0653892508	-0.1256113215	-0.17439504879999998	0.0652529828	-0.077489523	0.012389246100000001	-0.1790693125	0.0963586009	0.0720618318	0.0001043889	-0.0323027582	0.05511629269999999	-0.0542695317	0.0013158239000000001	0.1133659617	0.0492469138	-0.0264376388	0.2073423648	0.2565886664	-0.1589725723	-0.1482274416	-0.2323302069	-0.1256035282	0.1743145755	0.4334416917	-0.013784423200000001	0.0017996004	-0.0813324267	0.07266945030000001	-0.0913505133	-0.0062738398	-0.1128661265	-0.1090358857	-0.004623943	0.0388422245	-0.0249771894	-0.036845634599999996	0.0809461904	0.0807536474	0.2080439155	0.0489627692	-0.0017182703	0.059126952999999996	-0.0679733104	0.09127268720000001	0.025978496299999997	0.052034209500000005	-0.1713527479	0.1015173256	-0.04683786400000002	-0.0435644259	-0.17723613989999998	-0.0842040015	-0.1452661303	0.1042161024	-0.2123689625	-0.043062679400000005	0.1538176483	-0.0082370211	-0.12004578169999999	0.0800251725	-0.0039388463	0.21780770870000002	-0.1997810036	0.0100961303	0.051632871	0.06909268730000001	0.19285079260000001	-0.1650868577	0.30974598789999996	0.1732188395	-0.1326348744	0.0118901729	-0.1567559733	0.1629184108	-0.1374841813	-0.2173240695	-0.0723427123	0.1485228787	-0.2103175897	-0.0228665963	0.0033128223999999997	-0.0962815017	-0.1898088142	0.0306875562	-0.0476914601	0.0049306719	-0.0673025932	0.0466028377	0.1245390765	0.12315970529999999	0.12087205890000001	-0.0257578	-0.009199199999999998	8.462528063999995e-05	0.0006634642608399999	0.014727	0.0408439	0.0016682241672100002	0.000216884529	-0.0623801	-0.0176674	0.00031213702276	0.0038912768760099993	-0.000395887	0.0004091190000000001	1.6737835616100005e-07	1.56726516769e-07	0.0005541130000000001	-0.00010058199999999987	1.0116738723999975e-08	3.070412167690001e-07	-0.000605494	-8.198999999999999e-05	6.722360099999999e-09	3.6662298403600007e-07
5172.4411608039645	21.83698261101381	476.8538095537195	26754147.561979067	4007.189290725952	-1.3967298165521242	16057566.01170876	1.950854180445731	3746.298199928736	-5.26789002945452	27.750665362426343	14034750.202789284	1.205562	25.769838	0.07805338	-0.1671125823	0.022144951800000003	-0.1743470132	-0.0096907467	-0.1181542607	0.1158600695	-0.011286232299999999	-0.1627626577	0.12491723789999999	-0.1731480731	0.0035472346999999996	-0.06256798400000001	0.1414912866	-0.0507907772	-0.2070885481	0.0906076686	-0.1509907025	0.0159682616	-0.013647646599999999	0.0654489184	-0.0773087245	0.163477808	0.1515748761	-0.1468430525	0.0350977444	0.162807286	-0.0874500191	0.12383641390000001	0.0296640022	-0.0190644805	-0.0614309954	0.1342696783	-0.1578210915	0.10602393189999999	-0.0498965579	-0.19938491260000002	0.1350017333	-0.0026715682	-0.0170744397	-0.1424203245	0.09275220529999999	0.0401298843	-0.087318478	-0.0152989371	0.2490695784	0.1341975858	-0.0155599101	0.0293470156	-0.032544964700000005	0.0165646649	-0.19642816850000008	-0.0391309293	-0.0206234329	-0.034806731800000004	0.1128901418	0.0166891425	-0.09415946689999999	0.10920335619999999	-0.1045836366	0.0951001693	-0.0481115436	-0.1281444062	-0.0093408036	-0.2917585985	0.025905086600000002	-0.0724806866	0.0630320353	-0.17100064760000006	0.0289175562	0.027879912200000002	-0.30112934550000003	0.0353124904	0.1485764536	-0.0552845899	-0.11174984019999999	0.096981637	0.08835635550000001	0.0040783421	-0.18299688379999998	0.014321048700000004	-0.035811268	-0.008025574	0.20370125050000001	-0.044681736900000005	0.14100587050000002	0.0667771075	0.10217150109999999	-0.1425436847	0.013423201000000001	0.08667588130000001	-0.048389738	-0.0128153282	-0.0206579281	-0.0882217045	0.12423837130000001	0.12196276630000001	0.1182009157	-0.0151187	0.010639099999999995	0.00011319044880999993	0.00022857508969	-0.00185783	-0.016584830000000002	0.0002750565861289001	3.4515323089e-06	-0.0526694	0.009710699999999996	9.429769448999991e-05	0.00277406569636	-0.0005408909999999999	-0.00014500399999999996	2.1026160015999986e-08	2.925630738809999e-07	0.000996741	0.0004426279999999999	1.9591954638399997e-07	9.93492621081e-07	-0.0008402369999999998	-0.00023474299999999966	5.510427604899987e-08	7.059982161689996e-07
5156.803541118201	-15.63761968576364	244.5351494365825	26592622.761689216	4001.2433748126655	-5.945915913286626	16009948.544482248	35.35391604787513	3751.273161305057	4.974961376321061	24.750240695886355	14072050.330727635	1.203003	25.715151	0.10902833	-0.0771998817	0.1130666142	-0.1607723938	0.0271491385	0.0688500407	0.060991088799999996	0.031741884	-0.2542074805	0.0685341496	0.051875341	-0.0439087348	-0.0846294567	-0.1519883687	0.1221969312	-0.20743536559999998	0.0784778238	0.0007347239	0.0378149672	0.11599124460000006	-0.0088372253	-0.2375501592000001	0.10743205130000001	0.2374918006	-0.0319415362	0.2791201236	-0.1521581823	-0.0342354987	-0.14454150529999998	0.0082994127	-0.1421690167	-0.0027390140999999997	-0.0200842898	0.1174311104	-0.158110108	0.13636492220000002	0.1210148092	-0.009711730200000001	0.16987766440000002	0.020247346399999998	0.142978949	0.038945142599999996	-0.1458416178	-0.0501718198	-0.08689612890000001	0.1505137533	-0.09787271480000001	-0.08405063789999999	0.0366814631	0.08939779710000001	0.1574522342	-0.0650933508	0.0846781565	-0.0142095069	0.0937212777	0.15237240929999998	0.0083473422	-0.21965454690000005	0.11429364869999999	-0.1055370425	-0.0171772383	0.1578346017	-0.1231119733	0.2494841732	-0.0253533515	-0.0443133349	-0.2078348554	-0.1260726997	0.12116616529999999	-0.06781495559999999	0.014011168300000001	-0.13845140279999998	0.14724583759999998	0.04718708480000002	0.0689132375	0.0846387975	-0.1563640929	0.1860562323	0.039449991499999996	0.0693495172	0.0927774168	0.07643023639999999	0.0938544818	-0.0468338391	-0.075367427	0.1277427959	-0.090581276	0.1381653565	0.023439276600000003	-0.0105587742	-0.1121804099	0.1335928523	0.0518594793	-0.0642150182	-0.0441176346	0.1238628294	0.12047200820000001	0.11488923150000001	-0.0278992	-0.012780500000000002	0.00016334118025000005	0.0007783653606400001	0.0415934	0.04345123	0.0018880093885129	0.0017300109235600005	-0.045813	0.0068563999999999995	4.7010220959999984e-05	0.002098830969	-0.000122904	0.000417987	1.7471313216899995e-07	1.5105393215999997e-08	0.000996741	0.0	0.0	9.93492621081e-07	-0.00033942	0.0005008169999999998	2.5081766748899977e-07	1.152059364e-07
5162.487832798251	5.684291680049683	32.31117190388204	26651280.623789974	4005.641237736595	4.397862923929552	16045161.72545596	19.341198297674183	3769.7963152912935	18.523153986236593	343.10723359783265	14211364.258783815	1.194457	25.532459	0.03742959999999999	-0.041286455	0.09952200550000001	0.011138908999999999	-0.0396075781	0.1744746857	0.0629789829	0.0788905054	-0.059020471799999995	-0.062187302699999995	0.1660646771	-0.10876716689999999	-0.0179884356	-0.0308898485	0.2393349861	0.0313487994	-0.1403931898	0.0826543503	0.025757323500000002	-0.1191147557	0.0223067034	-0.070721631	0.1256054902	0.0374839084	0.0662859392	0.17820632179999998	0.0821335629	0.10668338220000001	0.10173285119999999	-0.1191514841	0.182712504	0.013875092299999999	0.065758766	0.16554837320000002	0.1528379208	-0.1027588587	-0.0130636974	0.102187002	-0.0113906202	0.0660932172	-0.0737707393	0.021330522400000003	0.0165441129	-0.07348135830000001	-0.1110919166	-0.050286215	-0.1468699202	-0.14258731630000002	0.0931988729	0.0153626394	0.1734150974	-0.0093681188	0.0097468343	0.0726915421	0.0354054271	0.25134809420000004	-0.0076370241000000005	-0.0056901067	0.1112486463	0.0030927921999999997	-0.1753729409	0.0138131573	0.0402312559	0.0785778326	0.0610118512	0.1029292124	0.1592239147	-0.2652423853	0.12080841560000001	-0.06972971879999999	-0.044432176799999994	-0.20458989239999997	-0.030014945499999997	-0.1590161673	-0.0148540468	0.0278082506	0.0836336885	0.0367424851	-0.008073735799999999	-0.1096587117	-0.1292058331	0.1871911902	-0.0656654594	0.0419424377	0.0013171738	-0.1069527661	-0.0360540423	0.10412748460000001	0.0593055737	-0.0160834392	0.09725811529999999	0.2315132072	-0.0941411126	-0.026789991099999997	-0.0109406692	0.12341267730000001	0.1186910226	0.1109549526	-0.027925400000000003	-2.6200000000000532e-05	6.864400000000278e-10	0.0007798279651600003	0.0416972	0.00010379999999999416	1.0774439999998791e-08	0.0017386564878399998	-0.0603431	-0.014530100000000002	0.0002111238060100001	0.00364128971761	-0.0005408909999999999	-0.000417987	1.7471313216899995e-07	2.925630738809999e-07	0.000996741	0.0	0.0	9.93492621081e-07	-0.000376823	-3.740300000000004e-05	1.3989844090000026e-09	1.4199557332900002e-07
